,rate,user,comment,comment_time,helpful
423,5 stars,Ayush Joshi,NOICE extension very useful in amazon,2023-12-19,
424,5 stars,Optimus,saves a lot of time don't have to look for price drop again and again,2023-12-19,
425,5 stars,Yogesh Harle,"""Very good extension. Its help me to buy things at lowest price. thanks.""",2023-12-19,
426,5 stars,Raj Gupta,"BuyHatke is a game-changer for online shoppers. The intuitive interface, powerful price comparison tool, and real-time alerts make it an indispensable tool. The browser extension ensures you never miss a deal, while detailed product information and reviews aid informed decisions. With BuyHatke, seamless and savvy shopping is just a click away. Highly recommended!",2023-12-19,
427,5 stars,Ankit Ashiwal,very useful extension for online shopping for tracking the price of any product,2023-12-19,
428,5 stars,Mihir Raghani,This extension is really helpful for purchasing items at the most affordable prices. I really liked this extension!,2023-12-19,
429,5 stars,Kshitij Raut,Pretty Useful extension and in many ways better than some similar extensions as it has more features and is easy to use. Didn't encounter any bugs yet. Overall a very good extension to have.,2023-12-19,
430,5 stars,Tejas Sapate,best extension i have never used before it shous the lowest price of any product ani aslo show higest price due to this i know the best price of product,2023-12-19,
431,5 stars,Aniruddh N Rao,"Awesome extension that helped me make a buying decision at the right time, would be using it for the foreseeable future.",2023-12-19,
432,5 stars,Phsyco Gaming,"After exploring all the features of BuyHatke, I logged in with my email and was pleasantly surprised. I'm thrilled to have installed BuyHatke on my PC. I highly recommend it to all smartphone and PC users due to its simplicity, robust features, and convenience. The accuracy and reliability of BuyHatke's price alert feature impressed me, and the prices are fantastic. I genuinely love the service, and I can confidently say that BuyHatke is the most convenient, safest, and reliable website for p... Show more",2023-12-19,
433,5 stars,Vishaldeep Singh,This is a very helpful extension for shopping online it help me manytimes I am so glad about it!!!,2023-12-19,
434,5 stars,Aadarsh Prajapati,"The extension is soo much helpful for me and all other people because, it is showing the lowest price on that particular product which price is high immediately. Loved it so much..........
"" ThankYou BuyHatke""..................",2023-12-19,
435,5 stars,Biswajit Kumar Senapati,"Nice feature for browser
",2023-12-19,
436,5 stars,Zaid Akhtar,best extension in chrome for shooping...i loved it soo much ....thank you BUYHATKE,2023-12-19,
437,5 stars,itachi,"something i needed from the very long time it is accurate and needful for the online shopping for using in sale 
love it easy to use 
thanks for the help",2023-12-19,
438,5 stars,Ayush Sahu,"I've been using the Buyhatke Chrome extension for a while now, and it's become an integral part of my online shopping routine. This nifty tool has made navigating through various e-commerce platforms a breeze.

One of the standout features is its price comparison functionality. With just a click, I can effortlessly compare prices across multiple websites, ensuring I snag the best deal without the hassle of opening multiple tabs. It's saved me both time and money, which is a win-win!

The real... Show more",2023-12-19,1 person found this review to be helpful
439,5 stars,ANKIT KUMAR,"Best price tracker extension I have ever used. Everything is great the price history bar,deals etc. I wish what you guys add one more thing which is comparing the price from websites like amazon,flipkart,newegg etc.
Keep up the good work.",2023-12-19,1 person found this review to be helpful
440,5 stars,Saksham Meshram,It is a very nice extension to be used it always helps us to track the price of the gadgets or items. So I highly recommend it to people to use.,2023-12-19,3 out of 3 people found this helpful
441,5 stars,Harshit Dhiman,Very good extension and it will help me to buy product with lowest price. Amazing extension.,2023-12-19,1 person found this review to be helpful
442,5 stars,Sumit Rajput,"My thought. 
hi I' know about you from venom tech. and when I was figure out your extension i was like it is very helpful for me because I can not identify the lowest price of product  

What I like most.
your price graph history is very helpful because it tells lowest price with date 

What I did not like.
your website was lagging in my system I don't know why its happened in my system

Suggestion for improvement.
you should add one feature which called auto purchase. that we can set the pri... Show more",2023-12-19,
443,5 stars,SAAD mujawar,it is very good for saving money. thankyou venoms tech for suggesting me buyhatke.,2023-12-19,
444,5 stars,ADITYA PAL,Awesome features with great features. loved it ...,2023-12-19,
445,5 stars,Bratasundar Ghosh,Very nice and useful extension for shopping and coupons. Loving it,2023-12-19,
446,5 stars,gamosode fb,"As a frequent online shopper, Buyhatke's extension has become my go-to tool for finding the best deals and saving money. Its features are comprehensive, user-friendly, and have consistently helped me snag the lowest prices across different platforms.",2023-12-19,
447,5 stars,HighSalsa,ITS QUITE HELPFUL,2023-12-19,
448,5 stars,Nikhil Sadwal,It's very helpful.,2023-12-19,
449,5 stars,Yagyansh Choudhary,really liked it,2023-12-19,
450,5 stars,Siddhant Satkar,"Dear Buyhatke Team,

I wanted to express my immense satisfaction with the Buyhatke Extension. It's a game-changer! The real-time price comparison, price drop alerts, and automatic coupon application are fantastic features that have saved me time and money. The user-friendly interface and the extension's reliability make it my go-to tool for online shopping. Thanks for creating such an outstanding product!

Best,
[siddhant satkar]",2023-12-19,
451,5 stars,Kunal Jaiswal,VERY NICE AND HELPFUL EXTENSION FOR SHOPPING AND COUPONS,2023-12-19,
452,5 stars,Sourabh Pandey,This extension really helps me because I constantly buy stuff online like clothes .tech gadgets etc and I use it everytime to track price history which helps me buy stuff for the right price and right time.,2023-12-19,
453,5 stars,Harsh Gupta,"Greetings, buyhatke.

I wanted to take a moment to sincerely thank you for your wonderful browser extension, which tracks the prices of products on the internet and alerts users when they reach their lowest point. My online buying experience has been greatly improved by this tool, and I am quite delighted with its capabilities and user-friendly design.
 I can use the extension to browse different online retailers with great convenience because it integrates seamlessly into my browser. My brow... Show more",2023-12-19,
454,4 stars,Sahil Kumar,i like this extention other extention is ok ok but this extention is good,2023-12-19,
455,5 stars,Meet Mahadevwala,,2023-12-19,
456,5 stars,Rohit Jaiswar,I actually wanted a good price checker extension after going throuhg many ones. Thanks Venom and buyhatke for it. Features are amazing.,2023-12-19,
457,5 stars,Uŋstoppaʙʟe,"Love the BuyHatke Chrome extension! It's a game-changer for online shopping. Real-time price comparisons and timely alerts have saved me money. The user-friendly interface makes it a joy to use. Highly recommend!
This Extension should be reviewed earlier by Venom Bhaiya.",2023-12-19,
458,5 stars,Mandeep Suthar,"I am using it before Venom's Tech video😘.....
currently i am  using 3 extensions but BUYHATKE gives accurate price history..
i also  recommand it to my friend he also love it he brought a  gaming mouse...
love this extension....",2023-12-19,
459,5 stars,Shah Devansh,very nice extension to use,2023-12-19,
460,5 stars,Pankaj Lohar,Buyhatke extension is better than all other apps and extensions in which you can track the price in a very simple way and buy the product at the right time and save money.,2023-12-19,
461,5 stars,Madhukar Patil,VERY NICE AND USEFUL EXTENSION FOR SHOPPING AND COUPONS AND ALWAYS GIVE ALERT WHEN PRODUCTS PRICE ARE DROP THAT THIS IS USEFUL EXTENSION FROM NOW I ALWAYS USE THIS EXTENSION FOR SHOPPING .,2023-12-19,
462,4 stars,Abhishek Patel,very useful extension its gives me so much product related information so i can improve my shopping experience,2023-12-19,
463,5 stars,Sahib Singh,"UI is simple and user friendly.
This is my first time using any price tracker extension. I really liked the interface, as soon as I open a product on amazon, I am able to view the lowest price of the product and the best thing is that it shows the chances of price drop in near future as well. So I would totally recommend this extension  to any one who does regular shopping on amazon.",2023-12-19,
464,5 stars,Singhast Kushwaha,"I was looking for purchasing the Mi 11x phone as my old phone was broken. so I was looking for price drop on amazon but whenever an offer came, I missed it a few times but got to know about this extension from a friend and really got lucky. Great work by developers. And hoping to get a new pc because my old pc cannot work properly and I cannot even do basic work on it",2023-12-19,2 out of 2 people found this helpful
465,5 stars,Arun Premkumar,one of the best useful extension. easy to in most of the website. price graph is the best feature.,2023-12-19,
466,5 stars,Krishna Bg,it is very good extension,2023-12-19,
467,5 stars,Singhast Kushwaha,"i like it this extension is very good for middle class person because this extension help you to but costly thing at low price
and i am very impressed with buyharke thanks buy hatke for this beautiful and useful extension",2023-12-19,2 out of 2 people found this helpful
468,5 stars,ANAS,"looks like very useful, have all good features which are useful to buy any product online, best thing is we can create price alert for various products, this extension is recommended to me by venom's tech.",2023-12-19,
469,5 stars,Abhijeet Kamal,"After several tries, I finally got my buying buddy.
Now I am able to do shopping very efficiently and effectively.
Only one draw back is there sometimes it don't send alerts or emails for price drop.
After all this was my BEST experience!
May God Bless you with flying colors in your in your life!",2023-12-19,
470,5 stars,Rohit Sharma,"To be honest,I'm amazed by how many new features this extension offers when compared to the others.The moment I saw this one,I quickly switched to this.And I'm pretty sure this is going to help me to save a lot of money",2023-12-19,
471,5 stars,vikash digarse,"really good extension, Hope i knew about it earlier and saved thousands. But now I can buy product at their best price.",2023-12-19,
472,5 stars,Sameer Vishwakarma,"I was looking for purchasing the Mi 11x phone as my old phone was broken. so I was looking for price drop on amazon but whenever an offer came, I missed it a few times but got to know about this extension from a friend and really got lucky. Great work by developers. And hoping to get a new pc because my old pc cannot work properly and I cannot even do basic work on it",2023-12-19,
473,5 stars,rohit,its helps got a good deal,2023-12-19,
474,5 stars,Shivansh Gupta,"Learnt about it in a youtube video and really loved the price charts and all keep up the good work.
regards",2023-12-19,
475,5 stars,harshit sharma,"Used this extension to buy a gaming mouse currently and very happy with its features because it helps tracks both current price and price drops, I'll use it more while purchasing any other products online. I also recommend to give this extension a try and enjoy shopping with fail discount and price.",2023-12-19,
476,5 stars,Kunal Dhand,it is very good while shopping and we can get the idea about the best price of the product,2023-12-19,
477,5 stars,SHADOW YT FF,THIS A VARY NICE AND USEFUL EXTENSION FOR EVERY KIND OF SHOPING I WILL USE IT EVERY TIME I SHOP ONLINE.,2023-12-19,
478,5 stars,Ajay Kumar,I have been using this app for a long time. What a nice app for checking the pricing history of a particular product. Best Extension...,2023-12-19,
479,4 stars,Vinayak Dwivedi,Nice extension helps me a lot as I am a person who buy many things online .,2023-12-19,
480,5 stars,Jaman Munham,"came after watching venom's tech opinion of it very good indeed needed an extension that can compare prices and apply coupons, love it.!!!!",2023-12-19,
481,5 stars,Harshit Sharma,Good extension to track prices and drop alerts.,2023-12-19,
482,5 stars,rdx rohit,"This extension is very good.
it save my very money.",2023-12-19,
483,5 stars,Pranshu barua,"An excellent and beneficial browser extension for effortless shopping and accessing exclusive discounts and coupons.
nice extension",2023-12-19,
484,5 stars,Abhinav Mittal,"Very nice and usefull extension. It is very usefull while shopping online as it gives price drop alert and coupans , etc",2023-12-19,
485,5 stars,Babandar gaming,Very nice extension it saved  a lot  of my money in purchases.Thanks @ BUYHATKE,2023-12-19,
486,5 stars,Shubhanshu Ranjan,hands down the best chrome extension online shopping.,2023-12-19,
487,5 stars,sakshi gaur,VERY GOOD APPLICATION AND HELPFUL TO CHECK PRODUCT PREVIOUS PRICES,2023-12-19,
488,5 stars,Mohd Salman,very helpful for people who buy online,2023-12-19,
489,5 stars,Scar Let,An excellent and beneficial browser extension for effortless shopping and accessing exclusive discounts and coupons.,2023-12-19,
490,5 stars,Puneet Takhar,Just add this extension blindly. That's it.❤️,2023-12-19,
491,5 stars,Deep Saini,"It is very nice any useful for online shopping users, get thinks in very low price and get very high discount on items.",2023-12-19,
492,5 stars,Om,"It's useful extension, I can now check best alternative deals on other websites and it shows graph of the product which shows prices on different dates.",2023-12-19,
493,5 stars,Sameer Patel,It helped me a lot in tracking prices of products I need you can also make a website for price tracking instead of extension because every user can't access a extension.,2023-12-19,
494,5 stars,ßlaze gaming,Very nice extension and easy to use,2023-12-19,
495,5 stars,Vaibhav Raj,VERY NICE AND HELPFUL EXTENSION FOR SHOPPING AND COUPANS. I also used some extension for shopping but they aren't useful. but BUYHATKE is the best.,2023-12-19,
496,5 stars,Kunal Medipally,"I recently had the opportunity to use the Buyhatke Extension, and I must say, it's been a delightful experience. The interface is intuitive and user-friendly, making the process of finding deals seamless. I particularly appreciated the real-time price comparison feature, which saved me both time and money. However, I did notice that the extension could benefit from a wider range of e-commerce site integrations to broaden its usefulness. Additionally, a mobile app version would be a fantastic ... Show more",2023-12-19,
497,4 stars,Nalinam Adhin,l bought a tv using this it  was really  helpfull and does this also run on android,2023-12-19,
498,5 stars,bushra sultana,"Buyhatke is the price tracking extension out there... Dont know how i didnt find it earlier.
features u get is really good , my personal favourite  is the price graph and the notification feature... keep up the work 👏",2023-12-19,
499,5 stars,Pankaj Siwach 0704,Very helpful for users who frequently buy products online,2023-12-19,
500,5 stars,Rajdeep Baruah,"PriceHatke has significantly enhanced my online shopping experience, and I can't help but share my positive feedback. This browser extension has truly become an invaluable tool in my quest for the best deals and savings.

The standout feature for me is the price tracking functionality. It has not only saved me a considerable amount of money but has also introduced a level of convenience I didn't know I was missing. Being able to receive timely alerts on price drops ensures that I never miss o... Show more",2023-12-19,
501,5 stars,NaMaH,"Buyhatke has become an indispensable tool in my online shopping arsenal. It has saved me both time and money, and I can confidently say that it's a must-have for anyone looking to make the most out of their online shopping experience.

Thank you for developing such a fantastic tool! I'm excited to see how Buyhatke  continues to evolve and enhance the way we shop online.",2023-12-19,
502,5 stars,Anmol Munda - 2201,Its a very useful tool for me as i always look for buying products online or for comparing the prices. before this tool i use to compare the price history using other sites which is very hectic for me but with the help of this tool it has become soo much easy to just look upon the price history and also get alerts of my favourite products that i want to buy at lower cost so that i can save some money with ease . thanks for this tool venom's tech by referring this in your video. Thank you very... Show more,2023-12-19,
503,5 stars,Prashuk,"very nice extension , i want to buy a headphone which is expensive for me but i set price alert and when its price drops i get an alert and buy that headphone . really who had made this extension is great minded and i will definitely prefer this website to my all friends who always check for price drop.",2023-12-19,
504,5 stars,MAYUR DABAS,"I've been using the Buyhatke extension for quite a while, and it has been incredibly helpful in saving me a significant amount of money while shopping online. A big thank you to the Buyhatke team for creating such a valuable app!",2023-12-19,
505,5 stars,Animated Nick,"finally a good price tracking extension, easy to install and using with detailed information.
Great job team :)",2023-12-19,
506,5 stars,Prakash Choudhary,"Price Comparison: If Buyhatke provides effective price comparison features, users would likely appreciate the ability to find the best deals across different online platforms.

Notification Alerts: Features that notify users about price drops, discounts, or available coupons can be beneficial for users seeking the best possible deals.

User-Friendly Interface: An intuitive and easy-to-use interface is crucial for any browser extension to ensure that users can navigate and utilize its features... Show more",2023-12-19,
507,5 stars,Uday Sai,"I have seen lot of products and history it helps a lot. I mean it's the best tool out there which is easy to use in my opinion. I would suggest changing the theme options like color customization for better UI that's all. Overall, it is so helpful, and I love it.",2023-12-19,
508,5 stars,ram charan,"Awesome extension to use.
with the help of this extension i can easily get the price alerts and the price graph of any product which is very useful for me to take decision when to buy or not.
very nice and helpful for the peoples like us who like to shop online and have a tight budget and want to know the price graph by which we can make our decisions to but those things.
Appreciation to the extension.
and also recommend to all the other who used to shop online.
awesome extension.
Really real... Show more",2023-12-19,
509,5 stars,Krishna Verma,"Amazing extension, worth giving it a try. Very good",2023-12-19,
510,5 stars,SHR,"Buyhatke is one of the best price tracker as it helps us to track the product price and its interface is one of the best. It is easy to use and update about price drop on alert we have created.
It tells the price history everything we want to know about the product we desire to buy.
I would recommend all to use Buyhatke as it is the best price tracker and we can save a lot of money , so it is very beneficial to use.",2023-12-19,
511,5 stars,Fundshoppe App,Extension is very Usefull for all the budget Kifayti Log.,2023-12-19,
512,5 stars,Marcus Lue,"I can't speak highly enough about my experience with Buyhatke. This platform has completely transformed the way I shop online, and I couldn't be more satisfied. The user interface is incredibly intuitive, making it easy for me to compare prices across a multitude of online retailers. What sets Buyhatke apart is the accuracy of its price comparisons – I can trust that I'm getting the best possible deal every time.

The deal notifications are a game-changer. I've saved a significant amount of m... Show more",2023-12-19,
513,5 stars,Shailendra Yadav,"ITS interface is very smooth than any other website anyone can get it . it has  different section for specific consumer need like price graph, price drop alert and many more and the offer for both the user referral also",2023-12-19,
514,5 stars,Dev Reddy,Been using it for a few months now. Does exactly what you expect from it and more. Couldn't be more satisfied.,2023-12-19,
515,5 stars,Uday Pratap,"Very nice extension via buyhatke, and the price comparison is much easier through this extension,Loved this and good user experience of this extension.
The best feature i like about this extension is its price graph history ,loved it.",2023-12-19,
516,5 stars,Bhatt Mahiman,this extensions is best for shopping.,2023-12-19,
517,5 stars,Mayur Naik,"Buyhatke is an outstanding platform! Its innovative features, like real-time price tracking and seamless comparisons, redefine online shopping. The browser extension is a game-changer, simplifying the user experience. Kudos for enhancing the way we shop. Looking forward to more advancements from Buyhatke in the future!",2023-12-19,
518,5 stars,SAHIL MEHRA,"BuyHatke has been a game-changer for my online shopping experience! The site's simple interface and real-time updates make finding the lowest prices a breeze. The comparison feature is a lifesaver, saving me time and money. Trustworthy info and user reviews have made it my go-to for deals. Thanks for revolutionizing how I shop!""
 
Thankyou so much with help of you i find my best laptop at lowest price.",2023-12-19,
519,5 stars,Rohit Sharma,BEST APP USED BY ME IN MY LIFE,2023-12-19,
520,5 stars,Deepak Dhariwal,great and helpful for shopping.,2023-12-19,
521,5 stars,HERMAN OVER,"it is very helpful extension especially when you are looking for a new product and have budget issues , it always helps to grab the amazing deals available on flipkart  and amazon. looking for more of these kind of helpful extensions from you.

you could improve the interface though .
that's all 
thank you",2023-12-19,
522,5 stars,Jp Rajwanshi,"nice extension, price graph feature is something really helpfull",2023-12-19,
523,5 stars,Soham ahire,I already had this before and it helps me in buying products at great discounts  BUYHATKE is very useful,2023-12-19,
524,5 stars,Mustafa Hakimji,"really amazing extension, very helpful in online shopping.
its price alert feature is wonderful.
tracking the product price is very handy.",2023-12-19,
525,5 stars,Lester XD,Actually this extension is very helpfull to buy stuff online this extension really helps to save ton of money. so yea i would reccommend to my friends 2 :),2023-12-19,
526,5 stars,Jay Darji,Super Usefull chrome extension... liked it..,2023-12-19,
527,5 stars,Hunter 20,"The tracking capabilities of the extension are truly comprehensive. It not only tracked my purchases but also provided insightful information about price fluctuations, upcoming sales, and relevant coupon codes. This added layer of information greatly enhanced my overall shopping experience.",2023-12-19,
528,5 stars,GirdhaR,"""Thank you Venom Bhaiya for suggesting this extension as it is very helpful in purchasing items and its price tracking feature which helps to filter over-priced products. TY<3""",2023-12-19,
529,5 stars,Kartabya Jena,"I got to know about this software from Venom's Tech youtube channel and i became immediately impressed by it's price comparision and price history feature. By this feature someone may know when the price becomes low and when the price becomes high. 
I loved it.",2023-12-19,
530,5 stars,Tanmay Mishra,"Buyhatke has been a game-changer for my online shopping experience. Their user-friendly interface simplifies finding the best deals, making comparison shopping a breeze. I've saved significant money by leveraging their price comparison tool. The deal notifications are timely, and their customer service is top-notch. Buyhatke is my go-to for reliable, money-saving online shopping. Trust me guys it is the best chrome extention, even better than ""honey.""",2023-12-19,
531,5 stars,Piyush Naik,"i am using this since a month now and it really helps me while shoping on amazon 
i terms of offers and cupon codes , loved it .",2023-12-19,
532,5 stars,EQUAL Gaming,i like this price graph history i love it :),2023-12-19,
533,5 stars,YASEEN SUHAIL,ONE OF THE MOST USEFUL EXTENSION I HAVE EVER USED... I CHECK THE PRICES BEFORE PURCHASING ANY PRODUCT THROUGH BUYHATKE EXTENSION FOR MOST SAVINGS POSSIBLE.....THANKS,2023-12-19,
534,5 stars,ELEVEN,Just started with Buyhatke Extension. I love It :),2023-12-19,
535,5 stars,Possessed Gamers,"Buyhatke's browser extension is a game-changer! It effortlessly scours the web for the best deals, and the price history feature is a money-saving gem. It's become my go-to tool for smarter shopping. Kudos to the team for creating such a user-friendly and invaluable extension!",2023-12-19,
536,5 stars,Chirag,"really loved your service and it is very helping in online shopping , just want you to thank you guys and want to always help others people also in future .. loved it...keep going..",2023-12-19,
537,5 stars,SOHAIL AHMAD KHAN,"I've been using your price comparison website for the past few months and wanted to share my experience with you.

What I love about your platform:
- The user-friendly interface makes it incredibly easy to navigate and compare prices across different stores.
- The accuracy of prices displayed has been impressive, helping me make informed purchasing decisions.
- The ""notify price drop"" feature has been incredibly helpful in keeping track of items I'm interested in.

Areas where I see room for ... Show more",2023-12-19,
538,5 stars,Nitesh Kumar,"really loved your service and it is very helping in online shopping , just want you to thank you guys and want to always help others people also in future .. loved it...keep going..",2023-12-19,
539,5 stars,MAD SHREYAS YT,Very 99% accurate price details and soo awesome features That saved my money a lot and gave me an idea when to buy the product.The Auto Coupon Feature is so useful which helped me alot orelse i eariler used to search coupon codes online on Stinky Sites.. Thanks A Lot Venom's Tech too For Referring Me Such A Useful Extenstion,2023-12-19,
540,4 stars,Timir Mondal,"byHatke is a fantastic Chrome extension for finding the best deals online. I've used it to save money on everything from clothes to electronics to travel.

**Key Features:**

- Price comparison: ByHatke compares prices from multiple online retailers to help you find the best deal.
- Coupon codes: ByHatke automatically applies coupon codes at checkout, so you can save even more money.
- Price history: ByHatke tracks the price history of products, so you can see if the price has dropped before ... Show more",2023-12-19,
541,5 stars,Shubham,"Easy Setup and Seamless Browsing Experience.
The moment the price descends to that mark, Buyhatke sends an immediate alert. It's like having a personal shopping assistant who watches prices so you don’t have to. Buyhatke stands out by offering an impartial view of the online shopping landscape. Be it Flipkart, Amazon, or any other platform, Buyhatke pulls real-time data to compare prices across sites, ensuring that you always get the most value for your money. Buyhatke emerges as the friend w... Show more",2023-12-19,
542,5 stars,Sameer Kumar,"BuyHatke has been a game-changer for my online shopping experience! The extension seamlessly finds the best deals and discounts across multiple platforms, saving me both time and money.",2023-12-19,
543,5 stars,Yash Agarwal,Best Extension for shopping I recently bought class 10 question banks for myself in 200rs cheap with the help of price graph. A 10 on 10  by me,2023-12-19,
544,5 stars,Krunal,"BUYHATKE made my first-time online shopping experience a breeze! The price alerts ensured I got the best deals, and the user-friendly interface made navigation a cinch. Definitely recommend for fellow first-time buyers.",2023-12-19,
545,5 stars,Mufaddal Arthuna,Great for shopping online and looking out for a deal!,2023-12-19,
546,5 stars,Tushar Kant,"THANK YOU VERY MUCH FOR THIS WONDERFUL EXTENSION, IT IS VERY HELPFUL FOR SHOPPING",2023-12-19,
547,5 stars,Apxxrv,Amazing extension used it to compare prices and also get the best price for any product available. Must install extension to save some money and shop smart.,2023-12-19,
548,5 stars,Manjeet Bilthare,Simply amazing extension as i can now get all the updates regarding price drop on my fav products just Amazing,2023-12-19,
549,5 stars,Jatin,"Buyhatke extension,  has become an essential tool in my online shopping arsenal, and I have already recommended it to several friends and family members.

Thank you for creating such a fantastic product!",2023-12-19,
550,5 stars,Gaurav Titarmare,“I love the price drop alerts feature of this extension. It notifies me when the price of my favorite items goes down and helps me buy them at the lowest possible price. It also shows me the price history of the products so I can decide when to buy them.I highly recommend it to anyone who shops online frequently.”,2023-12-19,
551,5 stars,Kushal Dhar,best website just got to know its feature which not only me but also made my friends get amazed,2023-12-19,
552,5 stars,Harshdeep Singh,This feature would not only distinguish Buyhatke from other similar services but also empower users with a deeper understanding of the market dynamics for the products they are interested in.,2023-12-19,
553,5 stars,VIJIT Thakur,"its a really good extension compared to another ext. that do the same thing . it has betterinterface provides the information on time , and has many features at the same place for which one needs to download multiple extensions , so i really liked it",2023-12-19,
554,4 stars,Shiva Pandey,"Getting to know the price of product in the past make it easy to decide to buy or wait for price to drop. Best feature so far, the price graph of a product helps a lot in making purchase decisions. Great extension for online shopping honestly.",2023-12-19,
555,5 stars,Bikram Murmu,"One of the standout features of BuyHatke is its user-friendly interface. Navigating the website is a breeze, and the clean layout makes it easy to compare prices across various online platforms. Whether I'm searching for electronics, clothing, or home goods, BuyHatke provides a comprehensive overview of where I can find the best prices.
The real-time price tracking feature is a game-changer. It allows me to set price alerts for specific products, ensuring I never miss out on a great deal. Thi... Show more",2023-12-19,
556,5 stars,Ghost,Seems really nice just started using this lets see what's gonna happen,2023-12-19,
557,5 stars,Vanshraj Mourya,"nice extension for price history it is better than all the extension i found on chrome web it is very helpful you all can try it and enjoy .
Thanks.",2023-12-19,
558,5 stars,ghanshyam mali,"I am very impressed by BUYHATKE features and performance. It has helped me save a lot of money and time while shopping online on Flipkart. Here are some of the reasons why I love this extension:
1)It shows me the price history and price graph of any product on any e-commerce website, so I can see how the price has changed over time and when it is the best time to buy. This feature is very useful for planning my purchases and avoiding price fluctuations
2)It watches the price of any product I ... Show more",2023-12-19,
559,5 stars,Manjeet deswal,must have extension for online shopping,2023-12-19,
560,5 stars,Ayush Acharjee,best app i ever had. At first i use price history but this time i use buy hatke. it is so simple and its price tracker is vey accurate,2023-12-19,
561,5 stars,Ayush Mahajan,"""Buyhatke has been a game-changer for my online shopping experience. The price comparison feature is incredibly useful, helping me find the best deals effortlessly. The real-time price drop alerts are a lifesaver, ensuring I never miss out on savings. User-friendly interface and reliable service make Buyhatke my go-to shopping companion.""",2023-12-19,
562,5 stars,Vishesh Barde,"Used many other extentions but found none as good as this extention. This makes shopping really easy , this is the best extention out there. Thx for making my shopping experience good BUYHATKE ! :)",2023-12-19,
563,5 stars,Pradeep Joshi,best for when in need shopping,2023-12-19,
564,4 stars,GAURAV Kumar,good,2023-12-19,
565,5 stars,Tushar Sehgal,"this extension is much better than others like price history
really loved it",2023-12-19,
566,5 stars,DeadBeast YT,"really loved this extension , really helpful and saves a lot of money , worth trying",2023-12-19,
567,5 stars,3D Gaming,"The Buyhatke extension impresses with its user-friendly interface, accurate price tracking, and efficient notifications, making it an indispensable tool for savvy online shoppers.",2023-12-19,
568,5 stars,UNIQUE GAMER,it is best,2023-12-19,
569,5 stars,Fahad Khan,This extension is very helpful as the things in the market are quite expensive . Because the shortage of money I had to compromise but after using this extension I can check the price when it's lowest and buy the product and even save up some money. Very useful extension. I will recommend this to everyone ❤,2023-12-19,
570,5 stars,Aarush,very useful extension for online shopping to see price history and discount,2023-12-19,
571,5 stars,Tejas Monde,BuyHatke is very helpful and practical extension for online Shopping. I really liked the comparison feature of this extension it helps a lot to compare prices across all e-commerce websites.,2023-12-19,
572,5 stars,Venom Demon,BuyHatke is very helpful and practical extension for online Shopping. I really liked the comparison feature of this extension it helps a lot to compare prices across all e-commerce websites.,2023-12-19,
573,5 stars,Akshat Jangir,"The Buyhatke Chrome extension is an absolute game-changer! Its seamless functionality has simplified my online shopping experience tremendously. The real-time price comparison feature is a lifesaver, ensuring I never miss out on the best deals across amazon and more platforms. I love how effortlessly it finds coupons and offers, saving me both time and money with every purchase. The intuitive interface and accurate price drop alerts have made it my go-to tool for smart shopping. Kudos to Buyh... Show more",2023-12-19,
574,5 stars,Aashay,"This extention is really usefull and i could see myself saving up lots of money using this!
Definately recommending to all 💯💯",2023-12-19,
575,5 stars,SAMIM,Very Useful extension,2023-12-19,
576,5 stars,Paras .M,"helpful extension for shopping , and tracking price of any product . and been helpful to buy my new gameing laptop.",2023-12-19,
577,5 stars,Gw Rayka,"VERY NICE AND HELPFUL EXTENSION FOR SHOPPING AND COUPONS AND VERY EASY TOO USE, I DEFINITELY SUGGEST TO MY FAMILY AND FRIENDS TO USE BUYHATKE EXTENSION FOR   SHOPPING",2023-12-19,
578,5 stars,Shivam Yadav,"I want to express my positive experience with the Buyhatke extension, highlighting its invaluable features such as seamless price comparison, real-time price drop alerts, automatic coupon code application, user-friendly interface, reliable information, and responsive customer service. The extension has significantly improved my online shopping experience, saving both time and money. Kudos to the Buyhatke team for creating such a valuable tool!",2023-12-19,
579,5 stars,Anant Agrawal,VERY HELPFUL IN SEEING PRICES FOR VARIOUS PRODUCTS AS I VIEW THEM FROM TIME TO TIME AND COUPON PROVIDER WITH PRICE ALERT FEATURES ARE THE BEST USE CASE FOR ME,2023-12-19,
580,5 stars,soham Rathod,BUYHATKE is so useful if u do online shopping and find products at low price,2023-12-19,
581,5 stars,Arsh pratap Singh,a perfect extension for those who want to buy things at a lower price,2023-12-19,
582,5 stars,Vaishnavi Eswaran,"Atlast an perfect website has come out to check the product real value price with the graph and that is awesome. It instantly navigate to the websites to shop many products, which is very useful for me for my shopping. Thanks for A2D for showing us this website!! and thanks to buyhatke.",2023-12-19,
583,5 stars,Nithesh M,"The first thing that grabbed my attention was the intuitive and user-friendly interface. Navigating through the website is a breeze, and I love how everything is neatly organized. The real gem, though, is the browser extension. It's like having a shopping assistant that whispers in your ear whenever there's a price drop or a sweet deal waiting to be snagged.",2023-12-19,1 out of 2 people found this helpful
584,5 stars,Bhuvanesh,"well this extension is just perfect for me and anyone who is looking for discount,first thing i like about this extension is it just shows all main shopping websites discount and their price graph which is very useful. even if the shopping websites lies this extension finds out the truth through graph chart. just best one.",2023-12-19,
