,rate,user,comment,comment_time,helpful
1198,5 stars,Shirin Ali,Super-#1...,2019-08-09,
1199,5 stars,Aditia Prasta,very useful,2019-08-09,
1200,5 stars,Gribblejr,This is so useful because i was about to buy something for 60$ and a add from avast popped up and gave me the same item for 25$!!! Would recommend for a friend,2019-08-09,
1201,5 stars,Lafayette Augé,Muito bom! Facilita a vida do consumidor pois economiza tempo na procura por outras ofertas do mesmo produto.,2019-08-09,
1202,5 stars,Mathias Chiron,Très étonnant pour son aide à trouver des prix moins cher.,2019-08-09,
1203,5 stars,A Chrome Web Store user,Fantastic add on to great virus protection software,2019-08-07,
1204,5 stars,Misael Alva,Me fue de mucha ayuda.,2019-08-06,
1205,4 stars,GONÇALVES BARRUFA,"ainda não tive a oportunidade de me beneficiar com o programa ... mas pelo que tenho acompanhado, me parece ser bem interessante ... vou continuar acompanhando de perto.",2019-08-06,
1206,5 stars,Gabriel Molina Rivas,"Muestra lo necesario y sin spam o publicidad, identifica tu producto y realmelte te busca promociones u ofertas relacionadas con el mismo, por ejemplo, estaba buscando una funda, en mercado libre costaba 399$, pero enseguida avast me notifico que la misma funda estaba 100$ mas barata en amazon.",2019-08-06,
1207,5 stars,Dubnasty,"It's been working fantastic, great piece of software.",2019-08-06,
1208,5 stars,abri,Una extensión indispensable en tu ordenador,2019-08-05,
1209,5 stars,Володимир Замотайло,супер,2019-08-05,
1210,5 stars,Dude,Issa good.,2019-08-04,
1211,4 stars,Dave Pocock,I WOULD RECOMMEND TO ANYBODY,2019-08-04,
1212,5 stars,Wesley McGehee,nice when visiting commercial sites for the first time,2019-08-04,
1213,5 stars,Diet DrNope,Fricken rad. Pops up with coupons I didn't even know existed,2019-08-03,
1214,5 stars,Dylan Wadsworth,Always has the best information about discounts,2019-08-03,
1215,5 stars,ÁKILLA DIAS,"Gostei muito do App de extensão, ele ajuda muito e compara vários sites com preços acessíveis.",2019-08-03,
1216,5 stars,Сергей Умаров,Помогает),2019-08-02,
1217,4 stars,Antoine MERLIN,RAS,2019-08-02,
1218,5 stars,AjKa 232,sehr gut habe dadurch echt geld gespart,2019-08-02,
1219,5 stars,TECHMINAR,bravp,2019-08-01,
1220,5 stars,Johanne Corbin,J'aime ses très bien sa aide a trouvée se que l'on cherche plus vite merci .,2019-08-01,
1221,5 stars,Bertha A Cazares M,Siempre me arroja los mejores precios. PPor,2019-08-01,
1222,4 stars,zoran izgarjan,Great!,2019-07-31,
1223,5 stars,Татьяна,"отлично,ненавязчиво так предлагает купоны,супер.Дальнейшего продвижения",2019-07-31,
1224,5 stars,Jesús Ángel Cruz Cisneros,Excelente servicio,2019-07-31,
1225,5 stars,Andrei Tabacaru,it is verry usefull i love it,2019-07-30,
1226,5 stars,Lucas Sena,Descontos providenciais e que ajudam muito!,2019-07-30,1 out of 2 people found this helpful
1227,5 stars,Candido Martin Sanchez,"muy útil solucionado problemas,gracias, nunca falla cuando la necesitas.¡¡",2019-07-30,
1228,5 stars,Isackagueia DiesInTheEnd,it does what it do and it does do good,2019-07-30,
1229,5 stars,Katryna Samurai,"Interessante,prático e útil.Direto ao ponto,sem rodeios nem mesmices.Amei.",2019-07-30,1 person found this review to be unhelpful
1230,5 stars,Christiane Delalleau,merci pour les remises proposés,2019-07-29,
1231,4 stars,Jamie Jannazzo,"A Penny Saved, Is a Penny Earned.",2019-07-29,
1232,5 stars,Luis Inzunza,me ayuda mucho en paginas de compras por que me muestra muy buenas ofertas.,2019-07-29,
1233,5 stars,Nikko Erlangga,Cool,2019-07-29,
1234,5 stars,vans jo7,I will choose avast any time because it scans even BIOS. Completely love it. very cool software. Keep it up.,2019-07-29,
1235,5 stars,Janeth Nascimanto Da Costa,amo comprar nas lojas americnas pena que pedi meu cartão e nunca veio mas compro assim mesmo avista e continuarei sendo cliente americanas,2019-07-28,
1236,5 stars,Hassan Alaa,good thing,2019-07-28,
1237,5 stars,Kenxisto Brasil,ótimo,2019-07-27,
1238,5 stars,Glenn Piper,"Simple, effective....Awesome",2019-07-27,
1239,5 stars,Kim Smith,"I'm all about saving money!  This lets me know when I'm looking for something, thinking at a good price, it finds me a better discount price.",2019-07-27,
1240,5 stars,Adriano souza,bom muito bom,2019-07-27,
1241,5 stars,Ramon Filipe,Sempre com as melhores ofertas e descontos,2019-07-26,
1242,5 stars,Josenildo Cipriano,"consegui mais de 300 reais de desconto na compra do meu célular, bom demais essa extensão eu recomendo.",2019-07-26,
1243,5 stars,oS3R0o,Saved me a few $$,2019-07-26,
1244,5 stars,Micael Aguiar Martins Cardoso,bem loko,2019-07-26,
1245,5 stars,LUCAS CARDOSO,"excelente, achei varias ofertas melhores neste guia, nota 1000milllllllllllll",2019-07-25,1 person found this review to be unhelpful
1246,5 stars,Hyakkimaru,Супер,2019-07-25,
1247,5 stars,Déborah de Jesus,Muito bom! comprei minha mesa mais barata!,2019-07-25,1 out of 2 people found this helpful
1248,4 stars,Alda F. Figueiredo,Gostei...estava procurando o mesmo produto com valor menor e achei....obrigada!,2019-07-24,7 out of 8 people found this helpful
1249,4 stars,Ashfaq Quadri,It's wonderful  as it applies the coupon to the prices to have the given discount.,2019-07-24,
1250,5 stars,Ana Carolina,Ficou bem mais acessivel comprar agora,2019-07-23,1 out of 2 people found this helpful
1251,4 stars,Normann Normann,top mais trop présent!,2019-07-23,
1252,5 stars,Claudia Walker,WORKS BEST FOR ME AT THIS TIME.,2019-07-23,
1253,5 stars,Adenilton Arouca,Acho interessante.  Nós podemos comparar preços na hora que estamos procurando o produto.,2019-07-22,1 person found this review to be unhelpful
1254,5 stars,Younes Miladi,ultra pratique,2019-07-22,
1255,5 stars,cassio alves,tudo que eu penso tem,2019-07-22,
1256,5 stars,Tikanteck teste,legau,2019-07-22,
1257,5 stars,Vends,Perfect.,2019-07-21,
1258,5 stars,Erik Bolte,Zeigt einem gute Alternativen an. Allerdings wird nicht immer der volle Preis verglichen (z.B. mit Versandkosten). Dies könnte aber auch an den jeweiligen Verkaufshäusern liegen,2019-07-21,
1259,5 stars,Elton lima,Amei muito bom minha nota 9,2019-07-21,0 out of 2 people found this helpful
1260,5 stars,skylette T,Coolll,2019-07-20,
1261,5 stars,Adam Coster,GREAT!! always finds thee best deal~,2019-07-20,
1262,4 stars,Ariane Roes,"Mostra boas promoções. Mas para ser ainda melhor, deveria atentar para os produtos pesquisados. No meu caso fica direto em passagens para vôos, e eu nem pesquisei o assunto.",2019-07-20,
1263,5 stars,Max Vieira,"kkkkk... por incrível que pareça é atualmente a melhor função do meu avast!
não que o ant-spam não funcione, mas é que a função de compras é muito boa mesmo",2019-07-20,
1264,5 stars,Sergio Litago,excelente,2019-07-20,
1265,5 stars,fabienne DUBOC,"Parfait, très pratique et facile d'utilisation.",2019-07-19,
1266,5 stars,Aldemir Avendaño De Oro,Cuenta con una información clara y precisa,2019-07-19,
1267,4 stars,A Chrome Web Store user,bueno,2019-07-19,
1268,5 stars,Tonytaka,Utile et simple,2019-07-19,
1269,5 stars,Max Owens,i save money,2019-07-19,
1270,5 stars,Almoxarifado da Prefeitura de Sumidouro-RJ,"Ainda não si o que é Avast SafePrice, mas só por saber que é Avast eu já confio, sempre foi melhor em tudo, sempre usei em meus PC(s).",2019-07-18,
1271,5 stars,Kenyi Shigeru Cervantes Creano,Pvta khe oferton,2019-07-17,
1272,4 stars,Leno Cruz,"Gosto muito do avast, acho simples e eficaz",2019-07-17,24 out of 27 people found this helpful
1273,4 stars,nylton cesar sicuto,"Gostei, uma ferramenta útil.",2019-07-17,4 out of 5 people found this helpful
1274,5 stars,Flávia Santana Coccetti,"muito bom , facilita demais a nossa compra e ainda e bem protegida",2019-07-17,1 person found this review to be unhelpful
1275,5 stars,Paulo Figueiredo,"é excelente, ajuda muito a não comprar o mesmo item mais caro por falta de pesquisa",2019-07-17,
1276,5 stars,nadine lefebvre,très pratique,2019-07-16,
1277,5 stars,Debora Aparecida,otima,2019-07-16,
1278,4 stars,pierrette dupont,vraiment tres utile,2019-07-16,
1279,5 stars,Tânia Nara Áustria Dutra,ÓTIMA EXTENSÃO. RECOMENDO,2019-07-16,
1280,2 stars,Ycheal Rub,good,2019-07-16,
1281,5 stars,Sandy Ashcroft,love it,2019-07-16,
1282,4 stars,Cinthya Amarilia Otto,legal,2019-07-16,
1283,5 stars,Enzo Arruda Tavares,ótima extensão facilita muito procurar ofertas,2019-07-16,1 out of 2 people found this helpful
1284,5 stars,Renato,Gostei,2019-07-15,
1285,5 stars,Олег Синько,весьма доволен,2019-07-15,
1286,5 stars,Nina Sinko,хорошая штука  и быстро реагирует,2019-07-15,
1287,4 stars,A Chrome Web Store user,"Comprei um par de tênis R$ 200,00 reais mais barato vale muito a pena",2019-07-15,1 out of 3 people found this helpful
1288,5 stars,Shining Dong,"looks like I love the UI design and the function of this very beautiful software!

Give five star and hope no further review or complaint about this.",2019-07-15,
1289,4 stars,Felipson,Me envia cupons legais,2019-07-14,2 out of 4 people found this helpful
1290,5 stars,Marcelo Fabian Ferrer Marte,muy buena,2019-07-14,
1291,5 stars,Lidia Valle,Siempre propone buenos descuentos y funcionan!!,2019-07-14,
1292,1 stars,Andreas Jäkel,"Klasse plugin! Macht das Schnäppchen jagen kinderleicht. Man wird permanent genötigt zu bewerten, obwohl man schon eine Bewertung abgegeben hat. Ansonsten wäre mein Urteil 5 Sterne.",2019-07-14,
1293,5 stars,Louise Norris,"This app is really working to save me money, it is great!!",2019-07-14,
1294,5 stars,Luiz Silva,muito bom sempre acha os preços mais baratos,2019-07-13,1 out of 2 people found this helpful
1295,5 stars,Mirek Ginter,Danke,2019-07-13,
1296,5 stars,unna,Muy muy útil,2019-07-13,
1297,5 stars,Kiwi Was Once Here,"It does what it's supposed to, you can't really ask for more",2019-07-13,
1298,5 stars,Paul Morrow,Amazon is't always the cheapest,2019-07-13,
1299,5 stars,Alexander Botelho-Raeburn,"Amazing
Just amazing",2019-07-13,
1300,5 stars,willi mariano,"Comprei tenis ,gostei muito além do desconto que tive.",2019-07-12,1 person found this review to be unhelpful
1301,5 stars,Sifat Rahman Shaikh Islam,I have saved so much money because of this extention. Love it and I recommend it to everyone,2019-07-11,
1302,5 stars,Rafael Pinheiro,Enjoying this extension!,2019-07-10,
1303,4 stars,Marife Rodriguez Rubio,Es muy oportuno y util.,2019-07-10,
1304,5 stars,Justin S,"It's a nice simple app that does what it is supposed to and works well. It's easy to use also. I would def. recommend it to people that like to shop online, especially if the internet is the main place you shop at.",2019-07-10,
1305,5 stars,Сергей Шуляк,Супер))),2019-07-09,
1306,5 stars,Annie Wilkinson,Gives me peace of mind and plenty of confidence. like the messwages that remind me and keep me updated.,2019-07-09,
1307,5 stars,Arsin jordan,best from the best (avast),2019-07-09,
1308,4 stars,Julio laurentino,muito bom recomendo o uso sim.,2019-07-09,6 out of 8 people found this helpful
1309,5 stars,Mohammed Haythem Denine,super,2019-07-08,
1310,4 stars,Christopher O' Shea,Good price comparison and useful for coupon codes also. Recommended.,2019-07-08,
1311,1 stars,Алан Хостикоев,"Хотя в настройках указывает, что включено, фактически не работает вообще.",2019-07-08,
1312,5 stars,Darley Pereira,Ajuda muito.,2019-07-07,
1313,5 stars,Алексей Шарыгин,Отличное приложение!!!,2019-07-07,
1314,4 stars,frederic colas,Excellent simple et ultra pratique !,2019-07-07,
1315,4 stars,Kwabina Botwe,Just good deals :D,2019-07-07,
1316,5 stars,tiago lirio,utilidade pública,2019-07-07,
1317,5 stars,Remiel Music,great,2019-07-06,
1318,4 stars,Thomas Lewandowski (Eternal Escapades),I Like it.,2019-07-06,
1319,5 stars,Juan Pablo Perez Zarate,me ayuda con los descuentos muy bueno,2019-07-05,
1320,5 stars,Keila Medina,i love it,2019-07-05,
1321,3 stars,enrique pazos,bastante bueno,2019-07-05,
1322,5 stars,Alexandre Nagy,Sempre aparecem boas ofertas e bons preços...recomendo,2019-07-04,1 out of 2 people found this helpful
1323,5 stars,Stella Moraes,Muita economia na compra dos produtos.,2019-07-04,1 out of 2 people found this helpful
1324,5 stars,Afonso Braga,Muito bom. Nos dá a oportunidade de ter acesso a preços e ofertas no tamanho da disponibilidade do nosso bolso.,2019-07-03,
1325,5 stars,Sanddy,excelente extencion te encuentra lo que busques a mejor precio me a ahorrado mucho,2019-07-03,
1326,5 stars,Kristen Campbell,We love Avast! Highly recommend !!,2019-07-03,
1327,5 stars,Bahrain Jan Rambuyon,It has given my computer excellent protection!!! :),2019-07-03,
1328,5 stars,Zach “Baalzach” Kiszczak,works most of the time...helpful either way. not too annoying.,2019-07-03,
1329,5 stars,piru net,Excelente encastelo  recomendo !,2019-07-03,1 out of 2 people found this helpful
1330,5 stars,Marija Dejanovic,A great help!,2019-07-03,
1331,4 stars,ivan dean seara,myt util y funcional,2019-07-02,
1332,5 stars,Virginie Gucek,Super ! c'est vraiment facile et pratique,2019-07-02,
1333,5 stars,Aima Rios,ajuda muito,2019-07-02,
1334,5 stars,MatnX,"comprei meu note 9,galaxy s10 e iphone x Max ,1 real mais barato",2019-07-02,
1335,5 stars,Claudio Ricardo Silva,Muito bom!,2019-07-02,
1336,5 stars,Manish Gupta,pretty useful,2019-07-01,
1337,5 stars,Robson Oliveira Gustavo,Muito útil,2019-07-01,
1338,5 stars,Sabine Martin,"Super, permet de bénéficier de super réductions !!!",2019-07-01,
1339,5 stars,Maxime Ichoung-Thoe,trop bien,2019-06-30,
1340,4 stars,Cyril Azeau,"Bjr,
Il est vrai que ce module est très pratique. Toutefois, il faut faire attention car le produit proposé moins cher l'est certes....mais n'est pas toujours de la même marque et donc du même registre sur un plan solidité, esthétique etc. Je recommande quand même car cela permet d'ouvrir ses champs de recherches. Cyril",2019-06-30,
1341,5 stars,Alex Abreu,"É muito útil! Sempre ajuda a buscar melhores condições, saco quando a oferta é por cartão fidelidade =/",2019-06-30,
1342,5 stars,Anzer Alam,Very Useful,2019-06-29,
1343,5 stars,Giovanni Costa Lorenzato Rodrigues,"muito boas as sugestões, nem sempre assertivas, mais a ferramenta é incrivel",2019-06-29,1 out of 2 people found this helpful
1344,5 stars,FatFarmerJoe,THIS EXTENSION IS VERY MUCH UNDERRATED!!! I LOVE IT!!!! IT SAVED ME $20+ ON A CHEAP ITEM!!!!,2019-06-29,
1345,4 stars,Centrul Transilvan de Vindecare Naturala,Useful and fast !,2019-06-29,
1346,5 stars,Ekchat Mankhong,Love it. Very helpful.,2019-06-29,
1347,5 stars,MT 1,Me ahorré el 50% en cubierta MTB con la extensión.  ¡Magnífico!,2019-06-29,
1348,5 stars,Nil Ramos,Muito bom e estou muito satisfeito coma nossa escolha,2019-06-28,1 out of 2 people found this helpful
1349,4 stars,Ed Motos,Muito bom!,2019-06-28,1 out of 2 people found this helpful
1350,5 stars,coeurpris2a,trés bien,2019-06-27,
1351,5 stars,octavio pais,muito bomm,2019-06-27,
1352,5 stars,Kley kavasaki,o melhor super recomendo devia ter promoçao um mes gratis planos mensais para conhecermos seria bom para ambas partes.,2019-06-27,
1353,5 stars,Фокс Фоксыч,Cool,2019-06-27,
1354,2 stars,IkarY Svensson,Den söker upp pris på fel vara. nära på att lura mig en gång till att köpa fel.,2019-06-27,1 person found this review to be helpful
1355,5 stars,Md Mosabbir,best shopping experience,2019-06-27,
1356,4 stars,piotrus gusta,Utile et pratique,2019-06-26,
1357,5 stars,sergio vargas,ME SALEN SEVERAS PROMOCIONES,2019-06-26,
1358,5 stars,Emerson Silva Ferreira,Ótimo comparador de preços!!!,2019-06-26,
1359,5 stars,Luciana Gama,"Muito bom, me ajuda nas pesquisas de preço.",2019-06-25,2 out of 3 people found this helpful
1360,5 stars,RON kELLEY,Fast and easy to work.,2019-06-25,
1361,5 stars,Association aamoi,Des offres intéressantes de la concurrence du site visité. Très bien,2019-06-24,
1362,5 stars,Алексей Фукалов,Все устраивает. Спасибо!,2019-06-24,
1363,5 stars,Emily Phillips,Money saving coupons.  What's not to love?,2019-06-24,
1364,5 stars,Azevedo,muito bom me ajuda a ter descostos,2019-06-24,1 out of 2 people found this helpful
1365,5 stars,Ninja Nad,so gooooooooooood,2019-06-23,
1366,5 stars,Cassia Marina De Menezes Amorim,"Achei incrível, mesmo comprando pouco, as comparações são boas",2019-06-22,1 out of 2 people found this helpful
1367,5 stars,acosBaBa,Beauty at its peak,2019-06-22,
1368,3 stars,Mauro Galvão,"Dá trabalho ficar entrando em páginas diferentes a cada vez que o Avast te apresenta uma possibilidade de SafePrice. Quando funciona, gera os cupons e desconto. Mas é bom sempre comparar a página com e sem desconto pra saber se está sendo efetivo.",2019-06-22,
1369,5 stars,valdir ferreira,otimo,2019-06-22,
1370,5 stars,Awa de limon con chía :D,Muy buena,2019-06-21,
1371,5 stars,Vaquejada Pelo BRASIL,"não irei tirar nunca do meu navegador, muito bom essa estenção",2019-06-21,1 person found this review to be unhelpful
1372,5 stars,Emma Elenusz,"IT'S VERY USEFUL, THANKS.",2019-06-21,
1373,5 stars,kr1p1on,EXCELENTE!,2019-06-19,
1374,5 stars,Roland Paschel,Die Schnäppchen sind klasse!,2019-06-19,
1375,5 stars,pepe gimenez macho,Muy bueno.,2019-06-19,
1376,5 stars,SVS Consultoria,PERFEITO,2019-06-19,
1377,5 stars,Александр Савинов,Отлично! Выдало самый конкурентный товар.,2019-06-18,
1378,5 stars,frederic gauer,facile et avantageux,2019-06-18,
1379,5 stars,Walery Rj,good,2019-06-17,
1380,5 stars,Isabela duarte,Recomendo os livros ;),2019-06-17,
1381,5 stars,Isory,echt zuverlässig und praktisch,2019-06-17,
1382,5 stars,Marco,Bom aparece outras opções de compras,2019-06-16,1 out of 2 people found this helpful
1383,3 stars,Gabriel gamer Nato,"Gostei muito da tecnologia , mas as vezes aparece o mesmo preço que eu pesquisei",2019-06-16,44 out of 53 people found this helpful
1384,5 stars,Karl Kancer,Sehr ordentlich tolle Sache,2019-06-15,
1385,4 stars,Rob Mac Mahon,"It can miss things sometimes, but I find it a fantastic companion to Honey. These two little devils working together have saved me some good cash.",2019-06-15,
1386,5 stars,Martiniish,perfect,2019-06-15,
1387,5 stars,Joanne Cat,ele sempre mostra os sites mais baratos e os ''cupons'' com os melhores descontos asdoro,2019-06-14,1 out of 2 people found this helpful
1388,5 stars,Uli Pavel,"klinkt sich automatisch ein, muss man gelegentlich als Fenster verschieben, weil es stört, aber es spart ungemein und ist häufig besser als die bekannten Preisportale",2019-06-14,
1389,5 stars,Carol Ferraz,é otimo ter promoções a seu alcança e de forma bem simplificada,2019-06-14,2 out of 3 people found this helpful
1390,5 stars,Meorc Tarid,Its great,2019-06-14,
1391,5 stars,Dave Asher,"Love the way it gives me a direct comparison and cheaper price, sometimes not always bang on but usually very close.",2019-06-14,
1392,5 stars,Yasniel Armenteros,Genial!!!,2019-06-14,
1393,5 stars,Valeri Stefanov,amazing app,2019-06-14,
1394,5 stars,Frank King,Yea get's good deals ay,2019-06-13,
1395,5 stars,João M,De grande utilidade e não é invasivo,2019-06-13,1 out of 2 people found this helpful
1396,5 stars,Monique Pereira dos Reis,"Amei essa extensão
Realmente faz a diferença",2019-06-13,1 out of 2 people found this helpful
1397,5 stars,fleurbleue57,Très utile merci,2019-06-12,
1398,5 stars,Eduardo Gonzalez,Excelente,2019-06-11,
1399,5 stars,Daize Mota da Boit,TOP DOS TOP,2019-06-11,
1400,3 stars,lisa lisa,Bah enft g mm pas compris ce que je note mais bon...Mdrrr,2019-06-11,
1401,5 stars,Muhammad Haries,Nice app.. help me alot. Thanks avast.,2019-06-10,
1402,5 stars,Hugo Morales,Muy buena aplicación.,2019-06-10,
1403,4 stars,Tony “Hoogoose the Boomer” Paradise,Kind of useful,2019-06-10,
1404,5 stars,ji souis anounimme,grave lourd,2019-06-10,
1405,4 stars,Kim Chi,ótimo para classificar itens e comparativo de preços,2019-06-10,4 out of 5 people found this helpful
1406,5 stars,Александр Животов,Супер!,2019-06-10,
1407,5 stars,David Bq,es muy buena la aplicación ayuda en todo es muy eficiente,2019-06-10,
1408,5 stars,Сергей Бабаков,все работает ОК полезное приложение,2019-06-10,
1409,4 stars,Nuk Savage,Very useful on every website i've visited with items to buy. i recommend it,2019-06-09,
1410,5 stars,Doctor Jekkil,"Très pratique, il est bien répertorié.",2019-06-09,
1411,4 stars,Rafael Carrasco,Buenas búsquedas aunque le faltan productos.,2019-06-09,
1412,4 stars,Andreas Aust,super Info zu allem,2019-06-08,
1413,5 stars,n0chance,"bon prix mais parfois pas les memes objet masi pas derenegeant un ""must have""",2019-06-08,
1414,4 stars,SETH DICKEY,So far I like reading all the comments!,2019-06-08,
1415,5 stars,luis cavazos,Easy to use.. reliable.,2019-06-08,
1416,4 stars,Bárbara,"Essa extensão é muito útil, me ajudou bastante a economizar! O único problema que encontrei foi sobre os cupons: muitas vezes são sugeridos cupons já vencidos :(",2019-06-07,
1417,5 stars,Александр К,"даёт выбор, не обязательно покупать всё в одном магазине",2019-06-07,
1418,5 stars,Karin Christ,"Echt klasse, man spart bares Geld!!!",2019-06-06,
1419,5 stars,Evgeny K,удобное и ненавязчивое приложение. 5+,2019-06-06,
1420,5 stars,Tomas Reyes Salgado,excelente nada mejor que avast safeprice,2019-06-06,
1421,5 stars,Владимир Крысов,Все отлично работает! Супер-расширение!,2019-06-06,
1422,5 stars,SiHui Koay,It's very useful and easy to get promo code.,2019-06-06,
1423,4 stars,Margaret Hanicq,tres utile et efficace,2019-06-05,
1424,4 stars,RUBY ROBLEDO,Excelente opciòn al momento de comparar. Buena Sugerencia,2019-06-04,
1425,5 stars,julio Cezar Janeiro,Eu em particular sempre achei ótimo ele ainda continua e muito eficiente,2019-06-04,1 out of 2 people found this helpful
1426,5 stars,Stefan Barthelt,Nützlich und gut!!!!,2019-06-04,
1427,5 stars,Gorka Villa Alvarez,"Si le prestas atención puedes conseguir mejores precios, y además con la seguridad de que as páginas están comprobadas por AVAST",2019-06-03,
1428,5 stars,IXIJoruanIXI,Excellent if you are searching for better and cheaper options!,2019-06-03,
1429,2 stars,Linda M,"I installed this extension 10 minutes ago. Thus far for a brand tv, I've had popups for amazon. One was certainly misleading. More after 1 day of use,",2019-06-03,
1430,5 stars,Clarissa Smith,"Great, will continue to use it!!",2019-06-03,
1431,5 stars,Petra Finster,"Tolle Sache, shoppen macht dann noch mehr Spaß",2019-06-02,
1432,5 stars,Valeriu Laudat,Super..... Vielen Dank !,2019-06-02,
1433,4 stars,Leonardo José Silva de Arruda,"Muito útil. Em alguns sites não funciona muito bem, mas mesmo assim já consegui desconto em uma compra que realizei. Muito bom!!! Recomendo ativar e usar.",2019-06-02,
1434,5 stars,Jurandir paulino dos santos,muito bom nos deixa informado nos preços mais baixos.,2019-06-01,2 out of 3 people found this helpful
1435,4 stars,annemarie ferreira,just great,2019-06-01,
1436,4 stars,marius d,usefull :) and sometimes/rarely buggy,2019-05-31,
1437,5 stars,Patricia Nelson,Makes me feel safe when ordering; feeling safe feels great!,2019-05-31,
1438,4 stars,Brédom Lee,bem útil...,2019-05-31,
1439,5 stars,Majkrofon Checker,"It's great, and has no side effects to using it",2019-05-31,
1440,5 stars,Александр Сидоренко,"отличное приложение ,и не мешает",2019-05-31,
1441,5 stars,Shura Sahagun,"Me encanta ,es muy útil .",2019-05-31,
1442,5 stars,Natanny Oliveira,otimo,2019-05-31,
1443,5 stars,Sarah Judge,Works well!,2019-05-31,
1444,5 stars,Patrick ACKERMANN,Bonne application qui donne des prix intéressants parfois moins chers sur d'autres sites et d'aussi bonne qualité. Merci Avast. Utile et pratique.,2019-05-29,
1445,5 stars,Скелетрон (SkeletronR777),Полезно и  просто.,2019-05-28,
1446,4 stars,Fabrizio Bandini,"pretty good app, just a bit annoying sometimes",2019-05-28,
1447,5 stars,ЮЛИЯ С,"Отличное приложение, не навязывает, очень много раз помогало.",2019-05-28,
1448,4 stars,José Pastor,buenas promociones y sin publicidad.,2019-05-28,
1449,5 stars,Alan B,"Gutes Addon, es erkennt sehr viele online Shops und Artikel und hat mir bisher echt geholfen.",2019-05-28,
1450,5 stars,Adriana Mejía,Love it. So far so good.,2019-05-28,
1451,5 stars,Sherry McDonald,"Do alot of online shopping, love the discounts.",2019-05-28,1 person found this review to be helpful
1452,5 stars,Павел Роговик,COOL..........,2019-05-26,
1453,5 stars,David Petrán,surprenante utilité,2019-05-26,1 person found this review to be helpful
1454,4 stars,BJ Thomas,It does work.....saves you money$$,2019-05-26,
1455,5 stars,Alfred Plesken,Man Spart RICHTIG GUTES GELD,2019-05-26,
1456,5 stars,Brad Gehret,"Works good, safe web browsing and finds me deals that help on a lot of stuff.",2019-05-26,1 person found this review to be helpful
1457,5 stars,Jack McNicholl,i can save a ton!,2019-05-25,
1458,5 stars,Eduardo Costa Silva,bom,2019-05-25,
1459,5 stars,Mark B,Avast is the best app. proud of it,2019-05-24,
1460,5 stars,Cheryll Davis,Love it!,2019-05-23,
1461,5 stars,Fernando Robledo,me gusta mucho,2019-05-23,
1462,4 stars,Andreas Appel,Besser als idealo!,2019-05-23,
1463,5 stars,K Jyothi,Fantastic,2019-05-23,
1464,5 stars,Saul azofeifa vargas,"Siempre muy informativo, me permite valorar las diferencias de precios en el mismo articula",2019-05-23,
1465,5 stars,Александр Краснов,Отличное приложение. Спасибо.,2019-05-23,
1466,4 stars,erechim business,muito bom,2019-05-22,
1467,5 stars,Marcelo Carbone,"Muy buena idea, y mejor aplicación, para búsqueda de los mejores precios en tiempo real. Muy útil!!!!",2019-05-21,
1468,5 stars,Joelma Firmo,"bom produtos,com valores a custo beneficio,gosto muito de compra no aliexpress.",2019-05-21,
1469,5 stars,christophe sarre,super! des promos cools,2019-05-21,
1470,5 stars,Jérémy Thibault,cool !! le juste prix ^^,2019-05-20,
1471,4 stars,Sai krishnam Raju,"it's nice.It helped me several times but some times it's not up to date.
It's also provides security.",2019-05-20,
1472,4 stars,Andre Ulbrich,"klasse Erweiterung, schon viel geld gespart",2019-05-20,
1473,5 stars,José Roberto Ayala buitimea,muy buena app muy recomendable.,2019-05-19,
1474,5 stars,Александер Добров-Недобрый,Пользуюсь. Нравится.,2019-05-19,
1475,4 stars,somokanta moirangcha,did a great job.,2019-05-19,
1476,5 stars,Lord Anxiety,best,2019-05-19,
1477,5 stars,Manfred Achinger,Er ist sehr praktisch und ich hoffe er hält was er verspricht,2019-05-17,
1478,5 stars,Lucas Arnon,GOOD,2019-05-17,
1479,4 stars,Arthur Vinícius,"É ÓTIMO, EXPERIMENTE!",2019-05-17,
1480,5 stars,kiki kiou,facile d usage,2019-05-16,
1481,5 stars,Adela Mikesh,Awesome :),2019-05-16,
1482,5 stars,Alexandre Cipriani,parabéns,2019-05-15,
1483,5 stars,Greg Peace,excellent,2019-05-14,
1484,5 stars,Armen Kradjian,отличное приложение . очень мне помогает.,2019-05-14,
1485,5 stars,Mike Veneta,super app,2019-05-14,
1486,5 stars,Torsten Schmidt,hilft schon mal beim einkauf..rabatte sind ok,2019-05-14,
1487,5 stars,Eugénie Bouchard,ces juste trop parfait,2019-05-14,
1488,5 stars,Brenno M.,muito bom!!,2019-05-13,
1489,5 stars,Jeanne Velie,great product !!!,2019-05-12,
1490,5 stars,Joseph Burton,thank you,2019-05-12,
1491,4 stars,Coralie Fevre,Except for a few offers that are inaccurate -such as products from completly different websites- this extension is really good and helpful ! Thank you !,2019-05-12,
1492,5 stars,Fermín Salvador Galaviz Guzmán,"Es buena, me a ha ayudado a tomar decisiones.",2019-05-11,
1493,4 stars,Joshua Murray,Helpful for pricing products and save money. Very intuitive in the comparisons on other websites that it picks up on what you search for. Only thing I didn't like is that the sites it took you to weren't well known so I don't know if I trust them.,2019-05-11,
1494,5 stars,Marco Gienal,hypers pratique,2019-05-11,
1495,5 stars,laurent laplante,Make you save as a monkey driving a corvette!,2019-05-10,
1496,5 stars,Sebastian,Echt super die Gutscheine.,2019-05-10,
