,rate,user,comment,comment_time,helpful
1248,5 stars,Maurie Coleman,Always nice to get free shipping,2021-07-06,
1249,5 stars,Howard Phillips,Saved $9.99 in seconds. Cool!,2021-07-06,
1250,5 stars,Grace T.,A+,2021-07-06,
1251,5 stars,Wanda Best,Today I saved $13.00 on two much needed pots.,2021-07-06,
1252,5 stars,Sizo Vilakazi,Saved me $126 on a $250 painting,2021-07-05,
1253,5 stars,North Upton Oxford House,I love it !   Just saved me $35.20 that I had no idea about.  It just made my purchase easier.,2021-07-05,
1254,5 stars,Kitten Lover Kid,Awesome got me from 70 bucks to 40 real quick and thats just the most recent order,2021-07-05,
1255,5 stars,Sue F,Love Cently!  Have a few coupon finders and Cently finds the best ones and sometimes is the only one to find a code.,2021-07-05,
1256,5 stars,Makenzie Fain,Awesome! I love how Cently helps me save money and makes it easy. No more searching for coupons!,2021-07-05,
1257,5 stars,julianna erwin,high end store. sent a coupon and knocked off a few bucks. HAPPY!,2021-07-05,
1258,5 stars,Har S,"Saved me $300 on a $3000 order in less than 30 secs. Actual savings, immediately applied! What a great extension!",2021-07-04,
1259,5 stars,Marlena Cantu,Wow! Cently just saved me $10 on my $67 order of medical supplies. Thank you!!!!,2021-07-04,
1260,5 stars,Irma Montgomery,"They do everything they can to keep you happy,  and save you money.",2021-07-04,
1261,5 stars,Cuban & Suds Cafe,"Save me $37.00 and did not know about such discount, Love it!",2021-07-04,
1262,5 stars,Gina Loudon,Just saved me 29.00 in less than 10 seconds!!!!! Awesome,2021-07-04,
1263,5 stars,Michele Pace,Saved me $557.00 on my mattress and base order! Thank you!!! WOW.,2021-07-03,
1264,5 stars,LuAn Ferguson,Cently is amazing and always saves me money,2021-07-03,
1265,5 stars,Megan Douglass,Awesome. Saved $15 doing nothing!,2021-07-02,
1266,5 stars,Ruth Davis,Oh my goodness !   Saved $19.00 on Frigidaire Air Filters !  Thrilled !!!!,2021-07-01,
1267,5 stars,debbie siebert,saved me 11.99   loved it,2021-07-01,
1268,5 stars,Bill Church,"Just saved me $20. What a nice, unexpected surprise! Love it!",2021-07-01,
1269,5 stars,Julie Mackliet,I love that this pops up to remind me to look for savings.  Today it saved me $5,2021-06-30,
1270,5 stars,Mike Townshend,Saved me money straight away!,2021-06-30,
1271,5 stars,Shelly Gabriel,"I kept deleting Cently when it popped up.. Well, I decided to give it a try and it saved me $15!!!",2021-06-30,
1272,5 stars,jamie brewster,Easy way to save $30.00 on a special occasion outfit. Great job!,2021-06-30,
1273,5 stars,Chris Loh,Saved me $7.30 on check-out.  Good app.,2021-06-29,
1274,5 stars,Rashid Defraitas,love it,2021-06-29,
1275,5 stars,FLEXX Mobility and Performance LLC FlexxMP,Always saving me money onjust about every website!,2021-06-28,
1276,4 stars,mark borrelli,click and save,2021-06-28,
1277,5 stars,Enid Vengoechea,"I am so glad I signed up like a year ago since covid and I have saved several dollars. One of the most was this last purchase, I saved $17 and change. Love Cently. Recommend to anyone who's looking to save when shopping online.",2021-06-27,
1278,5 stars,Greg Green,Made multiple savings using this extension across multiple sites. Strongly recommend.,2021-06-27,
1279,5 stars,Jack Howison,Amazing how it finds the BEST DISCOUNT CODES......THANKS!!,2021-06-27,
1280,5 stars,Maggie Porras,Cently just saved me $28.00 bucks!!! That's amazing from what I was initially going to pay. I'm glad I found this app addition to Google Chrome!,2021-06-26,
1281,5 stars,Bonnie Bishop,Love that it pops up when I am not even thinking about it and often saves me money!,2021-06-26,
1282,5 stars,Real Talk Tiff,Great app! I go to checkout. Cently applies codes. I save money! Easy to use and very consistent. Great job!,2021-06-26,
1283,5 stars,Keshia Rideau-Lamb,It is great not needing to look for a coupon it does the work for you.,2021-06-25,
1284,5 stars,Jessica Casas,Saved me more than any other extension!,2021-06-25,
1285,5 stars,Sahoon Earthwalker,Saved me 8 bucks the first time I used it and a couple bucks a week after,2021-06-25,
1286,4 stars,Carol Rivera,Great savings!,2021-06-25,
1287,5 stars,Shancun Mǎ,"got a $6.75 discount off a $45 purchase, pretty good app.",2021-06-25,
1288,5 stars,Alyce Bennett,Thought there were no codes and cently found one! THANKS,2021-06-24,1 person found this review to be unhelpful
1289,5 stars,Peter Trzos,Just saved me another $14 on an order...20%!,2021-06-24,
1290,5 stars,Garth John,I just saved an additional $5 with just one click. How awesome was that !!!,2021-06-23,
1291,5 stars,Heidi Evans,"Saved me $5 I wasn't expecting just now, handy little tool!",2021-06-23,
1292,5 stars,Barbie Dobbins,Awesome!,2021-06-22,
1293,5 stars,Dirceu Pereira,"Using this app is so easy. I don't have to be searching my email or wasting time looking for coupons that most of the time are expired. 
Just clicked on cently and it found the coupon I was digging earlier. Can't go wrong with it.",2021-06-22,
1294,5 stars,1066DD,saved me money where Honey could not,2021-06-22,
1295,5 stars,Anne Bruce,I was placing an order with UTZ and the discount popped up! Easy to save money with Cently!,2021-06-22,
1296,5 stars,Michele Bajek,I was so surprised!  I'm interested in the women Thrive helps--that was my reward.  And then!! I saved $22.00 on one order.  YAY!,2021-06-22,
1297,5 stars,Amanda Paulo,Awesoome! Saved me $7 and I didn't even know there were promos out there for this site after gGoogle,2021-06-22,
1298,5 stars,Craig Zavetz,"Saved some money, Thanks!",2021-06-22,
1299,5 stars,Ashley Dodd,who doesn't love saving money? always comes in clutch :),2021-06-21,
1300,5 stars,M Quick,Just saved me $36 on a pair of sunglasses!  Love it!,2021-06-21,
1301,4 stars,doris davis,Gently...saved me tons of $ with coupons i couldnt find on my own..Kuddos to ou!!,2021-06-20,
1302,5 stars,Cathy L,"Saved me money which is great, and time that I would have spent looking for coupons myself. Cently is excellent! Thank you!",2021-06-20,
1303,5 stars,Brenda mcgahee,"this is great, wasn't expecting this",2021-06-20,
1304,5 stars,lisa Ducharme,"OMG not only can i afford this now , i had forgotten i even downloaded this SO BONUS BONUS !!!",2021-06-20,
1305,5 stars,Kim Rigato,WOOOO!!! SAVINGS!!!,2021-06-20,
1306,5 stars,Patricia O'Brien,"LOVE, LOVE, LOVE!!!

Has saved me money many times!  Thank you Gently!!!",2021-06-19,
1307,5 stars,Bradley Eldredge,Saved $50 on a $200 order.  So pleasantly surprised!,2021-06-19,
1308,5 stars,Vault60.Overseer,Just saved me $13 on an oozelife order. This extension is amazing.,2021-06-19,
1309,4 stars,Donna Iodice,Thanks- simple and easy!,2021-06-19,
1310,5 stars,A Chrome Web Store user,best extension!,2021-06-18,
1311,5 stars,Mitchel Romero,Always can count on this extension to save me money where i can!,2021-06-18,
1312,5 stars,noah barbosa,Gave me a 20% discount on an item i really wanted but least expected to get a discount. No reason not to get this extension.,2021-06-18,
1313,5 stars,Kemp Gregory,"So easy, so quick! Just saved me 20 bucks!",2021-06-17,
1314,4 stars,Kaley Wilcox,"For most of my online orders, Cently doesn't find any coupons by no fault of its own, I'm sure. However, when it does find coupons, the savings are very nice! I just saved 8$ on a water bottle after waiting for just about a minute. I like the excitement of potential savings.",2021-06-17,
1315,5 stars,Amy Richards,"So much easier than searching for codes online. Even when the original code stopped working once I got through the cart process, Cently found another one that provided just as much savings before I did the final checkout. Thanks!",2021-06-17,
1316,5 stars,Guy Grosso,Cently is wonderful. Saved us $10 on our Edible Arrangements order!,2021-06-17,
1317,5 stars,Diane Thomas,Saved me over $100 on last two orders!  Thank you very much!,2021-06-17,
1318,5 stars,Courtenay Keilman,EASY!,2021-06-17,
1319,5 stars,Crissa Martinez,Saved me $24 in a few seconds! Love it!,2021-06-16,
1320,5 stars,Miden The Midena,bangers,2021-06-16,
1321,5 stars,Shakiera Jackson,Constantly saves me money.,2021-06-14,
1322,5 stars,Dawn Dorr,"This extension has saved me $18.00 on a $90 order.  I had no idea there were coupon codes and when Cently pops up and asks if you want to search for coupon codes, it makes it SO easy.  It was a great unexpected bonus!  Thanks Cently!",2021-06-14,
1323,1 stars,Jeremiah Lewis,I've had the extension for a while now but I haven't gotten a single coupon yet to actually be able to use. always comes back invalid code or something.,2021-06-14,1 person found this review to be unhelpful
1324,5 stars,NAOMI ISTED TV,Just so handy how it shows me codes and saves me money without me even having to do anything!,2021-06-14,
1325,5 stars,Mark Shelton,Saved me $112 couldnt be happier,2021-06-14,
1326,5 stars,Awake Khobragade,Ohh hyeah! Best extension ever! Saving more and more..!! Go ahead with this extension.,2021-06-14,
1327,5 stars,Patricia Weldon,I love that Cently keeps me informed of savings.,2021-06-13,
1328,5 stars,PAGES IN A BOOK,"Cently is installed on my laptop and it always shows me discounts and sales using online codes for discounts. In this time in life, saving money helps a lot! :)",2021-06-13,
1329,5 stars,bobblehead bethy,Very quick and saved me the cost of the gift wrap and the shipping. Very pleased.,2021-06-13,
1330,5 stars,Kellen Massie,Saved $26.50! 🙌,2021-06-13,
1331,5 stars,Andy Krebs,"I am not one to write reviews often, but this extension just saved me $55 from a $275 purchase, and I'm psyched.",2021-06-13,
1332,5 stars,Ciara Ward,"Saves me money all the time, love it",2021-06-13,
1333,5 stars,Debbie Cunningham,A coupon was applied to my order and saved me 19.99.  Awesome!,2021-06-12,
1334,4 stars,Mary Mosley,Cently just saved me just over $14!!   Great!,2021-06-12,
1335,5 stars,Scott Moser,Easy to use and awesome,2021-06-12,
1336,4 stars,Edna Blocher,Saved me $25 . Awesome app.,2021-06-12,
1337,5 stars,Ray Mangan,Excellent savings!!!!,2021-06-11,
1338,5 stars,A Dragonberg,Cently caught a 15% discount that I missed! Reduced my order by $26!,2021-06-11,
1339,4 stars,Jean Nemchin,Cently found me $51 off home supplies for which I was grateful.,2021-06-11,
1340,5 stars,Vilmamir,Works when others codes suppliers dont! I love it,2021-06-11,
1341,5 stars,T Rep (T-Rep),33 dollars savings my first time! yahoooo!,2021-06-11,
1342,5 stars,Larry Murphy,Saving money was never easier!,2021-06-11,
1343,5 stars,Ashley Bellavigna,Absolutely the easiest money saver ever! One time download to my web browser and Cently pops up does it things on websites I visit and boom... saved $5.00!!!,2021-06-10,
1344,5 stars,Mike's Woodworking,SWEEt,2021-06-10,
1345,5 stars,caroline jane wilkey,first time to use.  wow!!!,2021-06-10,
1346,5 stars,Jessica Roberts,love that I can save money on things im buying anyway,2021-06-10,
1347,5 stars,Chantel Pearl,Save $30 on my Ray-Ban purchase!,2021-06-10,
1348,5 stars,Crystal Torres,This was so quick and easy.  There weren't a bunch of annoying questions and it did not slow me down.,2021-06-10,
1349,5 stars,Kai-Ann Skeete,Saved me $30 and so grateful,2021-06-09,
1350,5 stars,Carol Grosh,Cently saved me >$4.00 on a $35.00 order where everything was already on sale!  It's wonderful!,2021-06-09,
1351,5 stars,Anastazija Furdi,super je,2021-06-09,
1352,5 stars,Brenda Newton,Thank you for the $5.08 savings on one of our grandson's birthday presents!!!,2021-06-09,
1353,4 stars,Pat Thomas,Great!  No work on my part and saved me $18,2021-06-09,
1354,5 stars,Jerry Whitaker,A great money saver !!!,2021-06-09,
1355,5 stars,Danielle Julien,"Found me a 10% discount on hotel room after I'd searched for one and found none,",2021-06-09,
1356,5 stars,Allan Bergstrom,I love this extension. It saved me almost $18 0n a $60 order! Thank you so much!,2021-06-08,
1357,5 stars,Myrna Bettati,It really give you code for saving money!!,2021-06-08,1 person found this review to be helpful
1358,5 stars,Shane “ThatKid” TheGreat,Extremely surprised!  Saved me over $10 on an order that I didn't even think there were coupon codes available for. Very nice!,2021-06-07,
1359,5 stars,Kathy Wipperfurth,"This is GREAT! saved me $7.00 on my order right away. No hassles!
           Thanks CENTLY!!    : )",2021-06-07,
1360,5 stars,Javier Moya Antonini,GREAT for online shopping. Always finds great coupons!,2021-06-07,
1361,5 stars,Billy Joachim,I saved 10% on my order and Honey didn't have to coupon code!,2021-06-07,
1362,5 stars,Brenda Duke,Almost $7 off with one click,2021-06-07,
1363,5 stars,Victoria Bond,Cently saved me $10 on an order with a new site!,2021-06-07,
1364,5 stars,Vijay Hirani,brilliant!,2021-06-07,
1365,5 stars,Bernetta Moss,This extension saved me over $12 in less than a minute.  Love it!,2021-06-06,
1366,5 stars,Melanie Herren,"Very easy to use and i save money with almost every purchase without having to search for the codes myself, saving me time too.",2021-06-06,
1367,5 stars,Sheba Boris,So quick and easy. - saved 20%,2021-06-06,
1368,4 stars,Colette Duranleau,Writing a review for something that saves me money is a no brainer...,2021-06-06,
1369,3 stars,Donna Nijem,didn't find it the most self explanitory,2021-06-06,
1370,5 stars,Kenneth Johnson,Nice to have.,2021-06-06,
1371,5 stars,Jackie Woo,Surprised how easy to use and it saves me $5 to $10 dollars most every time I use it.,2021-06-05,
1372,5 stars,A.M.J. Durant,"Saved me $12.60 in 30 seconds, AND without having to deal with all the extra junk loaded on the other price saving extensions. This is one to DEFINITELY install",2021-06-05,
1373,4 stars,Jennifer Fawcett,Cently just popped up and gave me $7.99 Very unexpected but much appreciated.,2021-06-04,
1374,5 stars,Nina Weil,Saved a ton of money!,2021-06-04,
1375,5 stars,Mazen Ali,"Saved me on an adidas shoe order by $9 (15% discount) when extension ""honey"" could not find any coupons that worked. Nice!",2021-06-04,
1376,4 stars,Leslie Kizzie,Saved me $25,2021-06-03,
1377,5 stars,A Chrome Web Store user,just saved me over $100 on a side table! Woo Hoo!,2021-06-03,
1378,5 stars,carmen skinner,what a good buy and shipping is great,2021-06-02,
1379,5 stars,Kim Mlekuz,I saved almost $20.00 on my order with no effort at all! SWEEEET!!,2021-06-02,
1380,5 stars,Mitzel Rodriguez,"Pops up on the side when it finds a coupon. It is very helpful since you don't have to copy and paste it or spend hours searching for a coupon that actually works, Cently already does it for you!",2021-06-02,
1381,5 stars,Jim Waychoff,Has saved me over $40 this year so far,2021-06-02,
1382,5 stars,Nick Edmeades,Save money when you didn't realise you could. Choice.,2021-06-01,
1383,5 stars,Mahomed-Altaf Omar,Love to save money? GET CENTLY. easy.,2021-06-01,
1384,5 stars,Patricia Strempel,Fast and easy. Great money saver.,2021-06-01,
1385,5 stars,Lennie Luz,Saves you money without any effort.Does all of the searching for you.,2021-05-31,
1386,5 stars,Nicholas,nice surprise,2021-05-31,
1387,5 stars,isi55,"lovely, saved me £17",2021-05-30,
1388,5 stars,Clint Udy,Always finding great deals,2021-05-30,
1389,5 stars,Pembroke Farms,saved me $20 today thanks,2021-05-29,
1390,5 stars,Tiffany Pruitt,Wow instant savings Thanks,2021-05-29,
1391,5 stars,Nee Blondie,"Awesome, never mind saving money.",2021-05-29,
1392,5 stars,Carrie Nagrani,Fantastic saves me a ton of cash. Great little extension for Chrome.,2021-05-28,
1393,5 stars,Becci Hassey,I'm in the UK and uying from a relatively small online shop. Still managed to find a discount!,2021-05-28,
1394,5 stars,EMUNNY83,Awesome Works Great!,2021-05-28,
1395,5 stars,Fueled On Philly,I FORGOT I DOWLOADED THIS! MAN AM I HAPPY I DID! It popped right up at checkout and saved me $30,2021-05-28,
1396,5 stars,Haus of Fine Jewelry JD,I got 21.50 USD off of MCM website. Thank you !,2021-05-28,
1397,5 stars,Tami Foster,i JUST SAVED $114 WITH THIS APP!!!  Thank you!!!,2021-05-28,
1398,5 stars,Tara Laird Hensley,whoop,2021-05-28,
1399,5 stars,duane tripp,good deal,2021-05-27,
1400,5 stars,Jo Boyne,Terrific savings - thank you!!,2021-05-27,
1401,5 stars,Dorothiea Hash-Bondy,really cool to have the savings,2021-05-27,
1402,5 stars,Joseph & Leah Gartrell,Got $20 off! Cently works at lightning speed and probably saves me 20 minutes at a time. Highly recommend.,2021-05-27,
1403,4 stars,Richard Elliott,Anytime money can be saved it's a good thing. Thanks Cently.,2021-05-27,
1404,4 stars,Frank Culbertson,"Like most people here reviewing Cently, I saved a bunch of money on my first purchase, for some new shoes, after joining this coupon search engine. Am I happy? Yes, quite.",2021-05-26,
1405,5 stars,Greg Wooten,Great App. The chrome extention works great,2021-05-26,
1406,3 stars,Vriti Mirchandani,"Love this. Saved me $5 when I had tried everything else and nothing worked. Even though it sometimes doesn't find coupons that work, it is definitely worth it. I do recommend Honey. It saved me $14 on the same purchase.",2021-05-25,
1407,5 stars,Francine Fantuzzo,Saved money on a high ticket item unavailable anywhere else. Very pleased. Product is unique and for the safety of my grandson.,2021-05-25,
1408,5 stars,S R,Best helper for keeping prices affordable and transactions satisfying!!!,2021-05-24,
1409,5 stars,Tara DeCunha,Just saved me $30 on a purchase that I would have made (and paid full price for)!,2021-05-24,
1410,5 stars,Nancy Watts,"Wasn't even expecting a coupon discount, but Cently came through and Saved Me $6.62!  Wow",2021-05-24,
1411,5 stars,NLA Austin,Useful,2021-05-23,
1412,5 stars,Fortune Mk I,It applied codes automatically and I saved $30. Love it!,2021-05-22,
1413,5 stars,Mike Panagiotou,Not the first time I saved money here! Just saved another $20 on an item I would still have purchased without a discount. Thanks again!!,2021-05-22,
1414,5 stars,Kearstin Roberts,"I had a coupon code for 25% off but Cently found me one for 30% and saved me an additional $25, for a total savings of $95!",2021-05-22,
1415,5 stars,Becca Dana,just saved me $10 bucks,2021-05-21,
1416,5 stars,Janet Fontana,IT JUST POPPED-UP & SAVED ME SOME BUCKS! GREAT STUFF!! ;),2021-05-21,
1417,5 stars,Tammie Ellenbecker,saved me over $20. on my order!,2021-05-21,
1418,5 stars,Niq,Love it!,2021-05-21,
1419,5 stars,Fazle Chowdhury,I save 20 Bucks,2021-05-21,
1420,5 stars,Jane Higgins,Saved 10% just by clicking a link. Thank you,2021-05-20,
1421,4 stars,Jerry Carr,Saved me over $25 on an order that I didn't even think there were coupon codes available for. Very nice!,2021-05-20,
1422,5 stars,Annalyce Melendez,Guys this was so helpful my order was 76$now it's 24$thanks to thredup.,2021-05-20,
1423,5 stars,Sean Jost,Saved me over $30 on purchase and it was so easy!!,2021-05-20,
1424,5 stars,Leslie Kuck,easy!! great savings!! legit!,2021-05-20,
1425,5 stars,Cynthia Jeffers,This is the best.  All I did was click to see if  had a saving and CENTLY saved me $36 on a $129 order.  Now that is a SAVINGS! I am thrilled!  Shopping and saving money is FANTASTIC!  Thank you Cently!,2021-05-20,
1426,5 stars,Lu Li,"beauty in simplicity, just click one button. works great!",2021-05-19,
1427,5 stars,Priyanka Patil,Saved 25$ on my v first order!! Love it!,2021-05-19,
1428,5 stars,Lynn Meyer Mountjoy,I love that Cently pops up when I'm ready to purchase something and tries various discount codes! More than not I end up saving money! What's not to love about that!,2021-05-19,
1429,5 stars,Val T,I used to try finding coupons by searching the store and trying any code I could find. This is so much easier! I cannot believe I didnt find it sooner.,2021-05-18,
1430,5 stars,Ronda Wildung,I saved over $11.00 on my order today.  LOVE Saving Money....:),2021-05-18,
1431,5 stars,Omar Zepeda,WOW! Just started using it and I am up about $45.,2021-05-17,
1432,5 stars,Tee D,Cently just saved me $32 on my order. So far it has saved me money on my favorite site that I shop!,2021-05-16,
1433,5 stars,Hayley Gonsowski,Does a great job at saving me money!,2021-05-16,
1434,5 stars,Evan Paul,Cently does all the work for me ... and they often find codes that are even better than the ones I have on hand!  I'm glad I stumbled upon it.,2021-05-16,
1435,5 stars,Sir Coughlin,Great that it pops up at checkout and then goes off and searches for $ discounts!,2021-05-16,
1436,5 stars,Hans Nielsen,"One Click, 10 Seconds, and I saved $28.46 off a $280.00 order. Couldn't be easier. Love Cently.",2021-05-16,
1437,5 stars,Tamara Elmore,Saved me $14.99 on a $50.00 order.  Love this!,2021-05-16,
1438,5 stars,Kristin Morgan,Love to save money and this helped big time!,2021-05-16,
1439,5 stars,David Nakoneczny,What an excellent app.! Thanks!,2021-05-15,
1440,5 stars,Bill Arnold,Great app. Just saved me over $50.00!,2021-05-15,
1441,5 stars,James “SaveUSkiddos” King,"This app is amazing, I just saved 50% on a purchase that would have costed me $500!",2021-05-15,
1442,5 stars,Jessica Axe,Just saved $5 on a $27 purchase! Happy!,2021-05-14,
1443,4 stars,Kim Shackley,Saved over $12 on a sale!,2021-05-14,
1444,5 stars,Debbie Avila,this is the best thing ever,2021-05-14,
1445,5 stars,Viviane Kaneff,Cently is easy to use and has been saving me money. I recommend it.,2021-05-14,
1446,5 stars,Shauna Paige,Great app. It really works. Quick and simple to use,2021-05-14,
1447,5 stars,maryann lydon,"absolutely the best,,love saving money and i do every time.",2021-05-13,
1448,5 stars,Lorilee R,I just shopped on a site that I had no coupon code for when this WONDERFUL extension called Cently came to my rescue and before I knew it I had saved over $21 prior to checking out!  This was a 20% savings!!,2021-05-13,
1449,5 stars,Alyssa Stringer,Saved me $66 on a $200 order that i thought I had to pay in full! yessss!,2021-05-13,
1450,5 stars,Bob Cottone,"Saved me $20.00 on a pair of Hurley shorts ,nice!",2021-05-13,
1451,5 stars,Elizabeth Ming,"I saved almost $14 on my single item order.  Thank you, Cently!",2021-05-12,
1452,5 stars,Terry Wardwell,Yay! Felt guilty about my purchase but then a nice discount popped up from Cently and made me feel much better!,2021-05-12,
1453,5 stars,Ana Saul-Sykes,I just saved $25 for something that I didn't think I could get a discount.  I'm happy!,2021-05-12,
1454,5 stars,Brenda Thompson,I just saved over 50% off!!! I love this app!!!!,2021-05-12,
1455,5 stars,Cory Smith,"Easy to use, fast set up, and saving BIG money on first 2 orders.",2021-05-12,
1456,5 stars,Chyna Wilson,saved me $27 in less than a minute!,2021-05-11,
1457,5 stars,Truett Bailey,saves money easily,2021-05-11,
1458,5 stars,Stacy Taylor,Yes!! Saving money is ALWAYS a good thing!! Thank You so much Cently!!,2021-05-11,
1459,5 stars,Tina L,Love the prompt when it's time to check out. Cently runs through its algorithm to check for coupons and will apply them for you. Very easy to use and it saved me money!,2021-05-10,
1460,5 stars,Nick Slattery,Dont shop without it!,2021-05-10,
1461,5 stars,Mariana Jordao,"Absolutely love it!
Save me 15 dollars on a 100 dollar order, will love you forever bud!",2021-05-09,
1462,5 stars,Andrea Appleman,So glad I took a chance and clicked! Saved 10%.,2021-05-09,
1463,5 stars,Jun Wang,gooooooooood,2021-05-09,
1464,5 stars,Samantha Zamora,"saved me $10 on mac and i didnt even know they had coupons, heck yaa!",2021-05-09,
1465,5 stars,MJ Coker,Cently Saved me $15 towards Papa Johns,2021-05-09,
1466,5 stars,chesmom2,Cently is great - saves me money on almost every purchase.,2021-05-09,
1467,5 stars,Ana Vega,This application just saved me $62.50 automatically when I was going to purchase a CCTV system.  Work like a charm! I was impressed.  Highly recommended.,2021-05-08,
1468,5 stars,Adam Sawyer,63$ coupon??? SO MUCH BETTER THAN HONEY!!!!!,2021-05-08,
1469,5 stars,Shristi Sinnya,Great! Saved me some $$$,2021-05-08,
1470,5 stars,Brandon Taylor,Saved $10 on a $50 order. Definitely will use again,2021-05-08,
1471,5 stars,Beth Sappington,$50 savings on a Pilates Chair!!!  The Pilates Chair people only ever over 10% on a normal basis.,2021-05-08,
1472,5 stars,timothy williams,A one who says they do not like free money is just stupid now am I correct? Get this app if you like free money! Yes it's that simple...,2021-05-08,
1473,5 stars,Lina Shammas,Saved 20% :)),2021-05-08,
1474,5 stars,Chelsea Chin,Saved me $23 on a gaming computer! Forgot I had it and I found 6 usable codes!!,2021-05-08,
1475,5 stars,Jessica Taff,"This has saved me money on several occasions, and every time it's like a mini rush of joy! I highly recommend it!",2021-05-08,
1476,5 stars,Sarah Loewen,I always look forward to being able to use this app.  I just saved 10% on my order.  I love how I do not have to search myself to see what coupons and deals are available.  Cently does it all for me!  Thanks SO much!,2021-05-07,
1477,5 stars,Mikki McSherry,Cently always amazes me!  This time Cently found a $5.40 savings for the motel I wanted.  I am always pleased with the savings they find for me.,2021-05-07,
1478,5 stars,Dee Schumacher,Saved me $6+.  It's always a nice surprise to save money.,2021-05-07,
1479,5 stars,Barkley Martin,This is legit!,2021-05-06,
1480,5 stars,Christina Noelle,Saved me $10.00!,2021-05-06,
1481,5 stars,Jesse Craighead,I've only had it for a few weeks and it has saved me so much money!,2021-05-06,
1482,5 stars,Michael Cunningham,Saved 50 bucks...cool!!,2021-05-06,
1483,5 stars,Alec Croteau (Alec5711),Saved $24 after just installing it and trying it out on a purchase. Pretty sweet I have to say.,2021-05-05,
1484,5 stars,Chiara Burns,Love some unexpected savings!,2021-05-05,
1485,5 stars,Diane Thompson,Saved me 3 dollars plus.  Thank you,2021-05-05,
1486,5 stars,Akeem Rahaman,"Wow,
Great money and time saver. Brilliant",2021-05-04,
1487,5 stars,Timothy Reinhart,worked when honey didnt,2021-05-04,
1488,5 stars,Terry White,Super simple. Coupons pop up and I can opt to use them or not (but why not). Easy peasy.,2021-05-04,
1489,5 stars,Les Betterley,Saves me money every time. Sometimes completely covering shipping. Love it. :),2021-05-03,
1490,4 stars,Roy Allman,very easy and i saved some cash !!!,2021-05-03,
1491,5 stars,Donna,YEAH!! I just saved $15.00!,2021-05-03,
1492,5 stars,Ty-Merah S. Fullard,love saving money,2021-05-03,
1493,5 stars,Lora Brown,Cently saved me 22 bucks!!!!! Awesome for me thanks Cently,2021-05-03,
1494,5 stars,Cheyenne Pitmon,Its a wonderful day i saved 14.40$,2021-05-02,
1495,5 stars,Rebecca Twain,just saved 15 on crocks 3 pairs!!!,2021-05-02,
1496,4 stars,Chuck Dearborn,Certainly easy to apply to purchase.,2021-05-02,
1497,5 stars,Donna Martin,"WOW, I save a great deal of money. Which comes at a sad, but, good time...lost my beloved Bella, now have Maggie. This ROCKS!!!!!!! THANK YOU!!!!!!",2021-05-02,
1498,5 stars,Katie Schweitzer,"Cently pop ups when I'm in any checkout window, I click him and VOILA - savings from around the web!! Convenient, easy, fast.",2021-05-01,
1499,5 stars,Ofer P,Great and effective!,2021-05-01,
1500,5 stars,Mitch Moore,probably saved around 500 in a year give or take.  I wish it would come on for more stores,2021-04-30,
1501,5 stars,ceball22,Love having the option to use this to SAVE money! I have saved hundreds of dollars since I've been using it. Saves me money and time- I don't have to search for promo codes. Win/Win!,2021-04-30,
1502,5 stars,Aarush Reddy,this is a realy help full extention add cently and honey they both make a very good pair at saveing money,2021-04-30,
1503,5 stars,Alex Luyckx,Saved me $14!!!!,2021-04-30,
1504,4 stars,Ron Freeman,"Cently saved me money, quickly",2021-04-30,
1505,5 stars,Tyler Lyons,Save me money all the time. I like it.,2021-04-30,
1506,5 stars,Lynn Hartenberger,Thank you so much!  This is so easy to use and why not try????,2021-04-30,
1507,5 stars,Crayfish5k (Kingcrayfish),great saved me 20 dollars its really good  on a order of 80 dollars great,2021-04-30,
1508,5 stars,Rodrigo Araguz,Saved me $5 and did not even expect to find any coupons! Thank you Cently!,2021-04-30,
1509,5 stars,Brenda Kennedy,definitely worth it!  I saved more than 10% of my purchase price,2021-04-30,
1510,5 stars,Robin Cole,Awesome. Super savings,2021-04-30,
1511,5 stars,Bethany Trueblood,Saved me $20 (twice as much with Cently than with the site's own listed coupon code!),2021-04-28,
1512,4 stars,B. Mac,"Saved $$$ at the click of a button, what could be easier.",2021-04-28,
1513,5 stars,Doreen Nash,I already had good prices in the sale but Gently saved me another £8.00 thank you,2021-04-28,
1514,5 stars,Marla Sullivan,This is a great app. Saved me almost$30 on a purchase. Will def recommend.,2021-04-27,
1515,5 stars,Darlene Baumann,It worked!,2021-04-27,
1516,5 stars,jose reynaldo Duarte,love this extention.,2021-04-27,
1517,5 stars,Bill Wolf,Saved $ 3.60 on $24.00 purchase. Sweet!,2021-04-26,
1518,5 stars,Venita K Bennett-Bonaparte,Cently gives you the best price.,2021-04-26,
1519,5 stars,Lorraine Stingfellow,Surprised to receive 15% of order of Shari's Berries! Loving this app cuz it's better than piggy bank!,2021-04-26,
1520,5 stars,samuel baez,Saved me over 25 Dollars on a circut order!!! Amazing!!,2021-04-26,
1521,5 stars,skreeb duchank,What a great tool saved me $20 automatically I would highly recommend anyone who likes to save money to use cently.,2021-04-25,
1522,5 stars,Thore Lederer,Perfect save me $18 in seconds. I will keep using it. Amazing.,2021-04-25,
1523,5 stars,Kevin E.,Cently is always helping me save money even when I don't think there's a code available. It has helped me not even worry about my purchases because I know Cently has my back! :-),2021-04-25,
